accessionVersion,segment,nt_len,aa_len,identity_to_swiss,aa_differences_in_overlap,compared_aa,frame,orf_start,country,collectionDate,displayName,insdc,host,completeness,length_meta
PP_006VWPU.1,M,397,128,0.054688,121,128,1,12,Chile,2011-04,Chile/PP_006VWPU.1/2011-04,KC567271.1,Homo sapiens,0.10814491964042496,397
PP_006VWRQ.1,M,397,128,0.054688,121,128,1,12,Chile,2011-04,Chile/PP_006VWRQ.1/2011-04,KC567273.1,Homo sapiens,0.10814491964042496,397
PP_006VWSN.1,M,397,128,0.054688,121,128,1,12,Chile,2011-04,Chile/PP_006VWSN.1/2011-04,KC567274.1,Homo sapiens,0.10814491964042496,397
PP_006VWTL.1,M,397,128,0.054688,121,128,1,12,Chile,2012-02,Chile/PP_006VWTL.1/2012-02,KC567275.1,Homo sapiens,0.10814491964042496,397
PP_006VWZ8.1,M,397,128,0.054688,121,128,1,12,Chile,2010-03,Chile/PP_006VWZ8.1/2010-03,KC567281.1,Homo sapiens,0.10814491964042496,397
PP_006VXH5.1,M,433,130,0.053846,123,130,2,43,Argentina,2010-12,Argentina/PP_006VXH5.1/2010-12,MH846248.1,Oligoryzomys nigripes,0.11795151184963225,433
PP_006VXJ3.1,M,433,130,0.053846,123,130,2,43,Argentina,2011-11,Argentina/PP_006VXJ3.1/2011-11,MH846249.1,Oligoryzomys nigripes,0.11795151184963225,433
PP_006VXK1.1,M,433,130,0.053846,123,130,2,43,Argentina,2012-01,Argentina/PP_006VXK1.1/2012-01,MH846250.1,Oligoryzomys nigripes,0.11795151184963225,433
PP_006VXLZ.1,M,433,130,0.053846,123,130,2,43,Argentina,2012-06,Argentina/PP_006VXLZ.1/2012-06,MH846251.1,Oligoryzomys nigripes,0.11795151184963225,433
PP_006XDJH.2,M,3565,1120,0.05379,774,818,1,36,Canada,2026-05-15,Canada/PP_006XDJH.2/2026-05-15,,Homo sapiens,0.724325796785617,3565
PP_006VQFH.1,M,340,112,0.053571,106,112,3,2,Uruguay,,Uruguay/PP_006VQFH.1,AY204680.1,Oligoryzomys flavescens,0.09261781530918006,340
PP_006VP1C.1,M,1900,562,0.053381,532,562,2,49,Brazil,,Brazil/PP_006VP1C.1,AF307327.1,,0.5167529283573958,1900
PP_006VQEK.1,M,405,134,0.052239,127,134,3,2,Uruguay,,Uruguay/PP_006VQEK.1,AY204679.1,Oligoryzomys flavescens,0.11032416235358213,405
PP_006VV8S.1,M,625,194,0.051546,184,194,3,41,Uruguay,2005-03,Uruguay/PP_006VV8S.1/2005-03,EU564725.1,Oxymycterus nasutus,0.1702533369654045,625
PP_006VQDM.1,M,356,118,0.050847,112,118,3,2,Uruguay,,Uruguay/PP_006VQDM.1,AY204678.1,Oligoryzomys flavescens,0.09697630073549442,356
PP_006VLXN.1,M,1654,477,0.050314,453,477,2,223,,,PP_006VLXN.1,AF028027.1,Necromys obscurus,0.4505584309452465,1654
PP_006VV40.1,M,307,101,0.049505,96,101,2,4,Uruguay,2004-02,Uruguay/PP_006VV40.1/2004-02,EU564721.1,Oligoryzomys flavescens,0.0836284391174067,307
PP_006VVBL.1,M,397,41,0.04878,39,41,3,272,Brazil,,Brazil/PP_006VVBL.1,EU621721.1,,0.1084173249795696,397
PP_006VX06.1,M,1673,555,0.048649,528,555,1,6,Peru,2010,Peru/PP_006VX06.1/2010,KF581135.1,Neacomys spinosus,0.4655407245982021,1673
PP_006VUTN.1,M,446,124,0.048387,118,124,3,74,Brazil,,Brazil/PP_006VUTN.1,EU543216.1,Homo sapiens,0.12149278125851266,446
PP_006VW15.1,M,1455,471,0.044586,450,471,1,42,Argentina,2000-03-31,Argentina/PP_006VW15.1/2000-03-31,JX891632.1,Homo sapiens,0.3963497684554617,1455
PP_006VN2B.1,M,167,46,0.043478,44,46,3,29,,,PP_006VN2B.1,AF042111.1,,0.045491691637156086,167
PP_006VN63.1,M,167,46,0.043478,44,46,3,29,,,PP_006VN63.1,AF042115.1,,0.045491691637156086,167
PP_006VNCR.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNCR.1,AF042121.1,,0.045491691637156086,167
PP_006VNL8.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNL8.1,AF042129.1,,0.045491691637156086,167
PP_006VNN4.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNN4.1,AF042131.1,,0.045491691637156086,167
PP_006VNQ0.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNQ0.1,AF042133.1,,0.045491691637156086,167
PP_006VNSW.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNSW.1,AF042135.1,,0.045491691637156086,167
PP_006VNTU.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNTU.1,AF042136.1,,0.045491691637156086,167
PP_006VNUS.1,M,167,46,0.043478,44,46,3,29,,,PP_006VNUS.1,AF042137.1,,0.045491691637156086,167
PP_006VP46.1,M,226,46,0.043478,44,46,2,88,Uruguay,,Uruguay/PP_006VP46.1,AF389479.1,,0.06156360664669028,226
PP_006VP54.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VP54.1,AF389480.1,,0.06156360664669028,226
PP_006VP62.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VP62.1,AF389481.1,,0.06156360664669028,226
PP_006VP70.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VP70.1,AF389482.1,,0.06156360664669028,226
PP_006VPJB.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPJB.1,AF389493.1,,0.06156360664669028,226
PP_006VPK9.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPK9.1,AF389494.1,,0.06156360664669028,226
PP_006VPL7.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPL7.1,AF389495.1,,0.06156360664669028,226
PP_006VPM5.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPM5.1,AF389496.1,,0.06156360664669028,226
PP_006VPN3.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPN3.1,AF389497.1,,0.06156360664669028,226
PP_006VPP1.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPP1.1,AF389498.1,,0.06156360664669028,226
PP_006VPQZ.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPQZ.1,AF389499.1,,0.06156360664669028,226
PP_006VPRX.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPRX.1,AF389500.1,,0.06156360664669028,226
PP_006VPSV.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPSV.1,AF389501.1,,0.06156360664669028,226
PP_006VPTT.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPTT.1,AF389502.1,,0.06156360664669028,226
PP_006VPUR.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPUR.1,AF389503.1,,0.06156360664669028,226
PP_006VPVP.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPVP.1,AF389504.1,,0.06156360664669028,226
PP_006VPWM.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPWM.1,AF389505.1,,0.06156360664669028,226
PP_006VPXK.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPXK.1,AF389506.1,,0.06156360664669028,226
PP_006VPYH.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPYH.1,AF389507.1,,0.06156360664669028,226
PP_006VPZF.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VPZF.1,AF389508.1,,0.06156360664669028,226
PP_006VQ0D.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VQ0D.1,AF389509.1,,0.06156360664669028,226
PP_006VQ1B.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VQ1B.1,AF389510.1,,0.06156360664669028,226
PP_006VQ29.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VQ29.1,AF389511.1,,0.06156360664669028,226
PP_006VQ37.1,M,226,46,0.043478,44,46,2,88,Argentina,,Argentina/PP_006VQ37.1,AF389512.1,,0.06156360664669028,226
PP_006VQAT.1,M,226,46,0.043478,44,46,2,88,Uruguay,,Uruguay/PP_006VQAT.1,AY101184.1,,0.06156360664669028,226
PP_006VQBR.1,M,226,46,0.043478,44,46,2,88,Uruguay,,Uruguay/PP_006VQBR.1,AY101185.1,,0.06156360664669028,226
PP_006VR36.1,M,226,46,0.043478,44,46,2,88,,,PP_006VR36.1,DQ189092.1,Homo sapiens,0.06156360664669028,226
PP_006VR44.1,M,226,46,0.043478,44,46,2,88,,,PP_006VR44.1,DQ189093.1,Homo sapiens,0.06156360664669028,226
PP_006VR52.1,M,226,46,0.043478,44,46,2,88,,,PP_006VR52.1,DQ189094.1,Homo sapiens,0.06156360664669028,226
PP_006VR60.1,M,226,46,0.043478,44,46,2,88,,,PP_006VR60.1,DQ189095.1,Homo sapiens,0.06156360664669028,226
PP_006VVXD.1,M,1330,443,0.042889,424,443,1,0,Bolivia,2009,Bolivia/PP_006VVXD.1/2009,JF750420.1,Homo sapiens,0.36229910106238084,1330
PP_006VVYB.1,M,1330,443,0.042889,424,443,1,0,Bolivia,2008,Bolivia/PP_006VVYB.1/2008,JF750421.1,Homo sapiens,0.36229910106238084,1330
PP_006VVZ9.1,M,1330,443,0.042889,424,443,1,0,Bolivia,2008,Bolivia/PP_006VVZ9.1/2008,JF750422.1,Homo sapiens,0.36229910106238084,1330
PP_006VTK5.1,M,1201,260,0.042308,249,260,1,213,Brazil,,Brazil/PP_006VTK5.1,EU543217.1,Homo sapiens,0.32661400163443205,1201
PP_006VQL6.1,M,575,48,0.041667,46,48,1,33,Paraguay,,Paraguay/PP_006VQL6.1,AY515603.1,Oligoryzomys chacoensis,0.16344320348678834,575
PP_006VW07.1,M,1455,471,0.038217,453,471,1,42,Argentina,2000-10-26,Argentina/PP_006VW07.1/2000-10-26,JX891630.1,Homo sapiens,0.3963497684554617,1455
PP_006VUM0.1,M,454,54,0.037037,52,54,1,291,Brazil,,Brazil/PP_006VUM0.1,EU621722.1,,0.1239444293108145,454
PP_006VVAN.1,M,449,55,0.036364,53,55,1,282,Brazil,,Brazil/PP_006VVAN.1,EU621720.1,,0.1291201307545628,449
PP_006VQ7Z.1,M,569,129,0.031579,92,95,1,45,Bolivia,,Bolivia/PP_006VQ7Z.1,AH011225.2,,0.14110596567692726,569
PP_006VPFJ.1,M,250,68,0.029412,66,68,1,45,Argentina,,Argentina/PP_006VPFJ.1,AF389490.1,,0.10351402887496595,250
PP_006VR8W.1,M,582,187,0.026738,182,187,1,21,Brazil,,Brazil/PP_006VR8W.1,EF495338.1,Akodon montensis,0.15853990738218468,582
PP_006VXEC.1,M,282,75,0.026667,73,75,2,55,Brazil,2016-06-25,Brazil/PP_006VXEC.1/2016-06-25,MG953527.1,Neacomys spinosus,0.07681830563879052,282
PP_006VRDL.1,M,310,78,0.025641,76,78,1,75,Brazil,2004-06,Brazil/PP_006VRDL.1/2004-06,EU170164.1,Necromys lasiurus,0.08444565513484065,310
PP_006VRL5.1,M,310,78,0.025641,76,78,1,75,Brazil,2005-04,Brazil/PP_006VRL5.1/2005-04,EU170171.1,,0.08444565513484065,310
PP_006VRST.1,M,310,78,0.025641,76,78,1,75,Brazil,2004-03,Brazil/PP_006VRST.1/2004-03,EU170177.1,,0.08444565513484065,310
PP_006VRAS.1,M,312,79,0.025316,77,79,1,75,Brazil,2004-10,Brazil/PP_006VRAS.1/2004-10,EU170162.1,,0.08499046581312994,312
PP_006VRBQ.1,M,312,79,0.025316,77,79,1,75,Brazil,2004-06,Brazil/PP_006VRBQ.1/2004-06,EU170163.1,Necromys lasiurus,0.08499046581312994,312
PP_006VREJ.1,M,312,79,0.025316,77,79,1,75,Brazil,2004-06,Brazil/PP_006VREJ.1/2004-06,EU170165.1,Necromys lasiurus,0.08499046581312994,312
PP_006VW23.1,M,330,97,0.020833,94,96,3,38,Argentina,2001-03-28,Argentina/PP_006VW23.1/2001-03-28,JX891638.1,Homo sapiens,0.08962135657858894,330
PP_006VW4Z.1,M,330,97,0.020833,94,96,3,38,Argentina,2001-04-27,Argentina/PP_006VW4Z.1/2001-04-27,JX891642.1,Homo sapiens,0.08962135657858894,330
PP_006VW31.1,M,330,97,0.020619,95,97,3,38,Argentina,2001-03-27,Argentina/PP_006VW31.1/2001-03-27,JX891640.1,Homo sapiens,0.08989376191773359,330
PP_006VW5X.1,M,330,97,0.020619,95,97,3,38,Argentina,1999-04-23,Argentina/PP_006VW5X.1/1999-04-23,JX891643.1,Homo sapiens,0.08989376191773359,330
PP_006VW7T.1,M,330,97,0.020619,95,97,3,38,Argentina,1999-05-12,Argentina/PP_006VW7T.1/1999-05-12,JX891646.1,Homo sapiens,0.08989376191773359,330
PP_006VW8R.1,M,330,97,0.020619,95,97,3,38,Argentina,2000-03-31,Argentina/PP_006VW8R.1/2000-03-31,JX891648.1,Homo sapiens,0.08989376191773359,330
PP_006VPHD.1,M,250,68,0.014706,67,68,1,45,Argentina,,Argentina/PP_006VPHD.1,AF389492.1,,0.06810133478616182,250
PP_006VN0F.1,M,257,70,0.014286,69,70,3,47,,,PP_006VN0F.1,AF042109.1,,0.07000817216017434,257
PP_006VN1D.1,M,257,70,0.014286,69,70,3,47,,,PP_006VN1D.1,AF042110.1,,0.07000817216017434,257
PP_006VN47.1,M,257,70,0.014286,69,70,3,47,,,PP_006VN47.1,AF042113.1,,0.07000817216017434,257
PP_006VN8Z.1,M,257,70,0.014286,69,70,3,47,,,PP_006VN8Z.1,AF042117.1,,0.07000817216017434,257
PP_006VNBT.1,M,257,70,0.014286,69,70,3,47,,,PP_006VNBT.1,AF042120.1,,0.07000817216017434,257
PP_006VNFK.1,M,257,70,0.014286,69,70,3,47,,,PP_006VNFK.1,AF042124.1,,0.07000817216017434,257
PP_006VNHE.1,M,257,70,0.014286,69,70,3,47,,,PP_006VNHE.1,AF042126.1,,0.07000817216017434,257
PP_006VNKA.1,M,257,70,0.014286,69,70,3,47,,,PP_006VNKA.1,AF042128.1,,0.07000817216017434,257
PP_006VLDR.1,S,1876,428,1.0,0,428,1,42,,,PP_006VLDR.1,AF004660.1,,1.0,1876
PP_006VNZG.1,S,1871,428,1.0,0,428,1,42,,,PP_006VNZG.1,AF291702.1,,1.0,1871
PP_006VP2A.1,S,1876,428,1.0,0,428,1,42,,,PP_006VP2A.1,AF324902.1,,1.0,1876
PP_006VQGF.1,S,1871,428,1.0,0,428,1,42,,,PP_006VQGF.1,DL138931.1,,1.0,1871
PP_006VZ20.1,S,1867,428,1.0,0,428,1,36,Argentina,,Argentina/PP_006VZ20.1,MN258223.1,Homo sapiens,0.994655264564404,1867
PP_006VZ3Y.1,S,1852,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZ3Y.1,MN258224.1,Homo sapiens,0.9861036878674505,1852
PP_006VZ4W.1,S,1857,428,1.0,0,428,3,38,Argentina,,Argentina/PP_006VZ4W.1,MN258225.1,Homo sapiens,0.9898450026723677,1857
PP_006VZ5U.1,S,1860,428,1.0,0,428,2,34,Argentina,,Argentina/PP_006VZ5U.1,MN258226.1,Homo sapiens,0.9914484233030465,1860
PP_006VZ6S.1,S,1857,428,1.0,0,428,3,38,Argentina,,Argentina/PP_006VZ6S.1,MN258227.1,Homo sapiens,0.9898450026723677,1857
PP_006VZ7Q.1,S,1867,428,1.0,0,428,1,42,Argentina,,Argentina/PP_006VZ7Q.1,MN258228.1,Homo sapiens,0.9951897381079636,1867
PP_006VZ8N.1,S,1843,428,1.0,0,428,1,24,Argentina,,Argentina/PP_006VZ8N.1,MN258229.1,Homo sapiens,0.9823623730625334,1843
PP_006VZ9L.1,S,1844,428,1.0,0,428,2,28,Argentina,,Argentina/PP_006VZ9L.1,MN258230.1,Homo sapiens,0.982896846606093,1844
PP_006VZAJ.1,S,1853,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZAJ.1,MN258231.1,Homo sapiens,0.9871726349545697,1853
PP_006VZBG.1,S,1851,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZBG.1,MN258232.1,Homo sapiens,0.9866381614110101,1851
PP_006VZCE.1,S,1855,428,1.0,0,428,1,33,Argentina,,Argentina/PP_006VZCE.1,MN258233.1,Homo sapiens,0.9887760555852485,1855
PP_006VZDC.1,S,1828,428,1.0,0,428,3,14,Argentina,,Argentina/PP_006VZDC.1,MN258234.1,Homo sapiens,0.9743452699091395,1828
PP_006VZEA.1,S,1859,428,1.0,0,428,3,38,Argentina,,Argentina/PP_006VZEA.1,MN258235.1,Homo sapiens,0.9909139497594869,1859
PP_006VZF8.1,S,1861,428,1.0,0,428,1,36,Argentina,,Argentina/PP_006VZF8.1,MN258236.1,Homo sapiens,0.9919828968466061,1861
PP_006VZG6.1,S,1827,428,1.0,0,428,1,18,Argentina,,Argentina/PP_006VZG6.1,MN258237.1,Homo sapiens,0.9732763228220203,1827
PP_006VZH3.1,S,1865,428,1.0,0,428,2,40,Argentina,,Argentina/PP_006VZH3.1,MN258238.1,Homo sapiens,0.9941207910208445,1865
PP_006VZJ1.1,S,1851,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZJ1.1,MN258239.1,Homo sapiens,0.9866381614110101,1851
PP_006VZKZ.1,S,1862,428,1.0,0,428,2,37,Argentina,,Argentina/PP_006VZKZ.1,MN258240.1,Homo sapiens,0.9925173703901656,1862
PP_006VZLX.1,S,1863,428,1.0,0,428,2,34,Argentina,,Argentina/PP_006VZLX.1,MN258241.1,Homo sapiens,0.9930518439337253,1863
PP_006VZMV.1,S,1850,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZMV.1,MN258242.1,Homo sapiens,0.9861036878674505,1850
PP_006VZNT.1,S,1849,428,1.0,0,428,1,33,Argentina,,Argentina/PP_006VZNT.1,MN258243.1,Homo sapiens,0.985569214323891,1849
PP_006VZPR.1,S,1861,428,1.0,0,428,1,36,Argentina,,Argentina/PP_006VZPR.1,MN258244.1,Homo sapiens,0.9919828968466061,1861
PP_006VZQP.1,S,1858,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZQP.1,MN258245.1,Homo sapiens,0.9903794762159273,1858
PP_006VZRM.1,S,1848,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZRM.1,MN258246.1,Homo sapiens,0.9850347407803314,1848
PP_006VZSK.1,S,1849,428,1.0,0,428,2,31,Argentina,,Argentina/PP_006VZSK.1,MN258247.1,Homo sapiens,0.985569214323891,1849
PP_006VZTH.1,S,1861,428,1.0,0,428,2,40,Argentina,,Argentina/PP_006VZTH.1,MN258248.1,Homo sapiens,0.9919828968466061,1861
PP_006VZUF.1,S,1851,428,1.0,0,428,3,32,Argentina,,Argentina/PP_006VZUF.1,MN258250.1,Homo sapiens,0.9866381614110101,1851
PP_006VZVD.1,S,1856,428,1.0,0,428,2,31,Argentina,,Argentina/PP_006VZVD.1,MN258251.1,Homo sapiens,0.9893105291288081,1856
PP_006VZWB.1,S,1849,428,1.0,0,428,1,30,Argentina,,Argentina/PP_006VZWB.1,MN258252.1,Homo sapiens,0.985569214323891,1849
PP_006VZX9.1,S,1866,428,1.0,0,428,2,34,Argentina,,Argentina/PP_006VZX9.1,MN258253.1,Homo sapiens,0.994655264564404,1866
PP_006VZZ5.1,S,1858,428,1.0,0,428,1,33,Argentina,,Argentina/PP_006VZZ5.1,MN258255.1,Homo sapiens,0.9903794762159273,1858
PP_006W001.1,S,1868,428,1.0,0,428,1,39,Argentina,,Argentina/PP_006W001.1,MN258256.1,Homo sapiens,0.9951897381079636,1868
PP_006W01Z.1,S,1804,428,1.0,0,428,1,15,Argentina,,Argentina/PP_006W01Z.1,MN258249.1,Homo sapiens,0.9615179048637092,1804
PP_006W07M.1,S,1850,428,1.0,0,428,3,32,,,PP_006W07M.1,MN850083.1,,0.9861036878674505,1850
PP_006W08K.1,S,1876,428,1.0,0,428,1,42,,,PP_006W08K.1,MN850084.1,,1.0,1876
PP_006W09H.1,S,1819,428,1.0,0,428,1,6,,,PP_006W09H.1,MN850085.1,,0.9695350080171031,1819
PP_006W0BD.1,S,1844,428,1.0,0,428,3,32,,,PP_006W0BD.1,MN850087.1,,0.9845002672367718,1844
PP_006W0E7.1,S,1871,428,1.0,0,428,1,42,,,PP_006W0E7.1,NC_003466.1,,1.0,1871
PP_006W0MS.1,S,1845,428,1.0,0,428,3,38,,,PP_006W0MS.1,OP493851.1,,0.982896846606093,1845
PP_006W0NQ.1,S,1845,428,1.0,0,428,3,38,,,PP_006W0NQ.1,OP555719.1,,0.982896846606093,1845
PP_006W0PN.1,S,1845,428,1.0,0,428,3,38,Argentina,,Argentina/PP_006W0PN.1,OP555723.1,Oligoryzomys longicaudatus,0.982896846606093,1845
PP_006W0QL.1,S,1861,428,1.0,0,428,2,40,Argentina,,Argentina/PP_006W0QL.1,OP555720.1,,0.9914484233030465,1861
PP_006W0W8.1,S,1760,428,1.0,0,428,3,11,Switzerland,2022,Switzerland/PP_006W0W8.1/2022,OR405520.1,Homo sapiens,0.9567076429716729,1760
PP_006W0X6.1,S,1793,428,1.0,0,428,3,11,Switzerland,2016,Switzerland/PP_006W0X6.1/2016,OR405525.1,Homo sapiens,0.9567076429716729,1793
PP_006W1PM.1,S,1871,428,1.0,0,428,1,42,,,PP_006W1PM.1,PG081425.1,,1.0,1871
PP_006W2C9.1,S,1848,428,1.0,0,428,2,16,Argentina,2022,Argentina/PP_006W2C9.1/2022,PQ215668.1,,0.9850347407803314,1848
PP_006W2F3.1,S,1870,428,1.0,0,428,2,34,Chile,2024-06-27,Chile/PP_006W2F3.1/2024-06-27,PV796316.1,Homo sapiens,0.9957242116515232,1870
PP_006W2G1.1,S,1865,428,1.0,0,428,3,38,Chile,2024-06-27,Chile/PP_006W2G1.1/2024-06-27,PV808467.1,Homo sapiens,0.9930518439337253,1865
PP_006W2JW.1,S,1869,428,1.0,0,428,2,40,Chile,2024-07-24,Chile/PP_006W2JW.1/2024-07-24,PV808473.1,Homo sapiens,0.9951897381079636,1869
PP_006W6RC.2,S,1829,428,1.0,0,428,3,20,Netherlands,2026-05-03,Netherlands/PP_006W6RC.2/2026-05-03,,Homo sapiens,0.9748797434526991,1829
PP_006WBLH.2,S,1853,428,1.0,0,428,1,30,Switzerland,2026-05-04,Switzerland/PP_006WBLH.2/2026-05-04,PZ385163.1,Homo sapiens,0.9882415820416889,1853
PP_006WDJK.1,S,1860,428,1.0,0,427,1,45,South Africa,2026-05-02,South_Africa/PP_006WDJK.1/2026-05-02,,Homo sapiens,0.9887760555852485,1860
PP_006WDKH.1,S,1811,428,1.0,0,428,2,22,South Africa,2026-04-26,South_Africa/PP_006WDKH.1/2026-04-26,,Homo sapiens,0.9834313201496526,1811
PP_006XBKH.1,S,1859,428,1.0,0,428,2,34,France,2026-05-10,France/PP_006XBKH.1/2026-05-10,,Homo sapiens,0.9914484233030465,1859
PP_006W2MQ.1,S,533,176,1.0,0,176,2,4,,,PP_006W2MQ.1,U51042.1,,0.2848743987172635,533
PP_006VNRY.1,S,143,1,1.0,0,1,3,32,,,PP_006VNRY.1,AF042134.1,,0.07642971672902191,143
PP_006VR0C.1,S,1290,428,0.997664,1,428,1,0,,,PP_006VR0C.1,DI163829.1,,0.7359700694815606,1290
PP_006VR28.1,S,1290,428,0.997664,1,428,1,0,,,PP_006VR28.1,DL139703.1,,0.7359700694815606,1290
PP_006VVWF.1,S,1290,428,0.997664,1,428,1,0,,,PP_006VVWF.1,HV984420.1,,0.7359700694815606,1290
PP_006VZY7.1,S,1856,428,0.997664,1,428,3,32,Argentina,,Argentina/PP_006VZY7.1,MN258254.1,Homo sapiens,0.9893105291288081,1856
PP_006W0AF.1,S,1860,428,0.997664,1,428,2,37,,,PP_006W0AF.1,MN850086.1,,0.9909139497594869,1860
PP_006W0CB.1,S,1802,428,0.997664,1,428,3,11,Chile,1999,Chile/PP_006W0CB.1/1999,MT956618.1,Homo sapiens,0.9609834313201496,1802
PP_006W0D9.1,S,1871,428,0.997664,1,428,1,42,Chile,1997,Chile/PP_006W0D9.1/1997,MT956622.1,Oligoryzomys longicaudatus,1.0,1871
PP_006W0RJ.1,S,1872,428,0.997664,1,428,1,42,Argentina,,Argentina/PP_006W0RJ.1,OP555721.1,,0.997327632282202,1872
PP_006W0SG.1,S,1873,428,0.997664,1,428,2,40,Argentina,,Argentina/PP_006W0SG.1,OP555722.1,,0.9978621058257616,1873
PP_006W0TE.1,S,1868,428,0.997664,1,428,3,41,Argentina,,Argentina/PP_006W0TE.1,OP555728.1,Mesocricetus auratus,0.9951897381079636,1868
PP_006W2HY.1,S,1872,428,0.997664,1,428,2,40,Chile,1999,Chile/PP_006W2HY.1/1999,PV808470.1,Homo sapiens,0.9983965793693212,1872
PP_006W2KU.1,S,1861,428,0.997664,1,428,2,34,Chile,2024-07-30,Chile/PP_006W2KU.1/2024-07-30,PV808476.1,Homo sapiens,0.9909139497594869,1861
PP_006VQHC.1,S,1802,428,0.995327,2,428,3,11,Chile,,Chile/PP_006VQHC.1,AY228237.1,Homo sapiens,0.9609834313201496,1802
PP_006VXAL.1,S,1874,428,0.992991,3,428,1,42,Switzerland,2016-12-26,Switzerland/PP_006VXAL.1/2016-12-26,KY659432.1,Homo sapiens,1.0,1874
PP_006W0UC.1,S,1881,428,0.969626,13,428,3,38,Argentina,,Argentina/PP_006W0UC.1,OP555730.1,Homo sapiens,0.9898450026723677,1881
PP_006W0Z2.1,S,1881,428,0.969626,13,428,3,38,Argentina,2002,Argentina/PP_006W0Z2.1/2002,OR875982.1,Homo sapiens,0.9898450026723677,1881
PP_006W11Y.1,S,1886,428,0.969626,13,428,2,37,Argentina,2002,Argentina/PP_006W11Y.1/2002,OR908884.1,Homo sapiens,0.9925173703901656,1886
PP_006W12W.1,S,1881,428,0.969626,13,428,3,32,Argentina,2002,Argentina/PP_006W12W.1/2002,OR908885.1,Homo sapiens,0.9898450026723677,1881
PP_006W14S.1,S,1887,428,0.969626,13,428,3,38,Argentina,2002,Argentina/PP_006W14S.1/2002,OR908887.1,Homo sapiens,0.9930518439337253,1887
PP_006W15Q.1,S,1887,428,0.969626,13,428,3,29,Argentina,2002,Argentina/PP_006W15Q.1/2002,OR908888.1,Homo sapiens,0.9930518439337253,1887
PP_006W16N.1,S,1847,428,0.969626,13,428,2,7,Argentina,2002,Argentina/PP_006W16N.1/2002,OR908889.1,Homo sapiens,0.9716729021913415,1847
PP_006W19G.1,S,1838,428,0.969626,13,428,1,9,Argentina,2010,Argentina/PP_006W19G.1/2010,OR908892.1,Homo sapiens,0.9748797434526991,1838
PP_006W1AE.1,S,1852,428,0.969626,13,428,3,11,Argentina,2010,Argentina/PP_006W1AE.1/2010,OR908893.1,Homo sapiens,0.9743452699091395,1852
PP_006W1BC.1,S,1843,428,0.969626,13,428,1,0,Argentina,2011,Argentina/PP_006W1BC.1/2011,OR908894.1,Homo sapiens,0.9695350080171031,1843
PP_006W1CA.1,S,1844,428,0.969626,13,428,3,11,Argentina,2011,Argentina/PP_006W1CA.1/2011,OR908895.1,Homo sapiens,0.9700694815606627,1844
PP_006W28H.1,S,1848,428,0.969626,13,428,1,9,Argentina,2002,Argentina/PP_006W28H.1/2002,PP504847.1,Homo sapiens,0.9722073757349011,1848
PP_006W2BB.1,S,1253,403,0.967742,13,403,1,42,Argentina,2024,Argentina/PP_006W2BB.1/2024,PQ181488.2,Homo sapiens,0.669695350080171,1253
PP_006VLUU.1,S,1919,428,0.96729,14,428,1,42,,,PP_006VLUU.1,AF482715.1,Oligoryzomys longicaudatus,1.0,1919
